order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,year,month,month_name,profit_margin
ORD-100322,2024-11-30,2024-12-01,Standard Class,CUST-1246,Customer 1090,Consumer,United States,Houston,Texas,90001,Central,PROD-1337,Furniture,Tables,Tables Product 78,60.77,1,0.1,4.21,2024,11,November,0.069277604080961
ORD-100323,2025-06-09,2025-06-14,Standard Class,CUST-1159,Customer 1245,Home Office,United States,Buffalo,New York,33101,Central,PROD-1197,Technology,Accessories,Accessories Product 58,707.42,7,0.3,40.93,2025,6,June,0.057858132368324336
ORD-100324,2024-01-26,2024-01-29,Same Day,CUST-1242,Customer 1146,Consumer,United States,San Diego,California,90001,Central,PROD-1013,Technology,Laptops,Laptops Product 7,2208.01,7,0.15,38.52,2024,1,January,0.017445573163165022
ORD-100325,2025-05-05,2025-05-09,Same Day,CUST-1163,Customer 1160,Corporate,United States,Rochester,New York,85001,South,PROD-1317,Office Supplies,Labels,Labels Product 17,3039.47,7,0.0,594.45,2025,5,May,0.19557686043948455
ORD-100326,2024-12-20,2024-12-25,Same Day,CUST-1207,Customer 1239,Corporate,United States,Houston,Texas,33101,South,PROD-1187,Office Supplies,Labels,Labels Product 16,1102.4,4,0.05,156.06,2024,12,December,0.14156386066763424
ORD-100327,2024-10-10,2024-10-13,First Class,CUST-1201,Customer 1231,Consumer,United States,Springfield,Illinois,73301,South,PROD-1071,Furniture,Storage,Storage Product 57,2325.25,5,0.1,94.25,2024,10,October,0.040533275991828835
ORD-100328,2025-10-19,2025-10-21,First Class,CUST-1126,Customer 1173,Home Office,United States,Dallas,Texas,60601,Central,PROD-1122,Office Supplies,Binders,Binders Product 4,888.42,2,0.2,22.72,2025,10,October,0.02557349001598343
ORD-100329,2024-05-25,2024-05-29,Second Class,CUST-1112,Customer 1120,Home Office,United States,Tacoma,Washington,43215,East,PROD-1106,Technology,Laptops,Laptops Product 11,2245.67,7,0.0,256.08,2024,5,May,0.11403278308923394
ORD-100330,2025-03-27,2025-03-30,Second Class,CUST-1193,Customer 1212,Corporate,United States,Mesa,Arizona,85001,East,PROD-1267,Office Supplies,Paper,Paper Product 77,476.7,1,0.2,64.7,2025,3,March,0.13572477449129433
ORD-100331,2024-11-11,2024-11-14,Standard Class,CUST-1073,Customer 1023,Corporate,United States,New York City,New York,10001,West,PROD-1175,Office Supplies,Binders,Binders Product 69,1731.04,4,0.0,248.29,2024,11,November,0.14343400499121914
ORD-100332,2024-01-30,2024-01-31,Second Class,CUST-1206,Customer 1234,Consumer,United States,Mesa,Arizona,98101,Central,PROD-1094,Office Supplies,Art Supplies,Art Supplies Product 41,114.22,1,0.2,7.5,2024,1,January,0.06566275608474872
ORD-100333,2024-04-08,2024-04-09,Same Day,CUST-1126,Customer 1064,Corporate,United States,Buffalo,New York,33101,West,PROD-1298,Technology,Accessories,Accessories Product 54,81.39,3,0.2,12.83,2024,4,April,0.15763607322766926
ORD-100334,2025-06-13,2025-06-14,Same Day,CUST-1235,Customer 1175,Home Office,United States,Phoenix,Arizona,85001,Central,PROD-1076,Office Supplies,Labels,Labels Product 60,90.84,3,0.05,21.78,2025,6,June,0.23976221928665786
ORD-100335,2025-10-03,2025-10-07,Same Day,CUST-1141,Customer 1043,Consumer,United States,Cleveland,Ohio,43215,West,PROD-1292,Technology,Printers,Printers Product 8,375.2,2,0.1,45.35,2025,10,October,0.12086886993603413
ORD-100336,2024-06-23,2024-06-28,Same Day,CUST-1124,Customer 1125,Consumer,United States,Tucson,Arizona,60601,East,PROD-1228,Technology,Accessories,Accessories Product 47,781.24,4,0.3,43.43,2024,6,June,0.05559111156622805
ORD-100337,2025-09-09,2025-09-14,Same Day,CUST-1025,Customer 1070,Home Office,United States,New York City,New York,33101,Central,PROD-1224,Furniture,Storage,Storage Product 16,2629.35,5,0.1,535.32,2025,9,September,0.20359404415539964
ORD-100338,2024-02-14,2024-02-19,Same Day,CUST-1022,Customer 1180,Home Office,United States,Tacoma,Washington,33101,West,PROD-1231,Furniture,Chairs,Chairs Product 19,1370.37,3,0.2,-14.85,2024,2,February,-0.01083648941526741
ORD-100339,2024-11-30,2024-12-05,Same Day,CUST-1087,Customer 1126,Home Office,United States,Tampa,Florida,60601,Central,PROD-1324,Furniture,Tables,Tables Product 44,102.03,1,0.15,-1.75,2024,11,November,-0.01715181809271783
ORD-100340,2025-09-09,2025-09-12,Standard Class,CUST-1085,Customer 1189,Home Office,United States,Houston,Texas,10001,East,PROD-1181,Furniture,Chairs,Chairs Product 32,4498.27,7,0.1,115.04,2025,9,September,0.025574276332901314
ORD-100341,2024-05-09,2024-05-14,First Class,CUST-1107,Customer 1088,Consumer,United States,Orlando,Florida,10001,East,PROD-1341,Furniture,Bookcases,Bookcases Product 4,445.44,2,0.0,71.35,2024,5,May,0.16017869971264367
ORD-100342,2025-08-29,2025-09-02,Standard Class,CUST-1106,Customer 1199,Corporate,United States,Cleveland,Ohio,73301,South,PROD-1260,Office Supplies,Binders,Binders Product 19,579.76,1,0.15,2.49,2025,8,August,0.0042948806402649375
ORD-100343,2024-06-19,2024-06-22,Standard Class,CUST-1182,Customer 1194,Consumer,United States,Tucson,Arizona,85001,Central,PROD-1316,Furniture,Bookcases,Bookcases Product 54,1656.93,3,0.15,-10.06,2024,6,June,-0.0060714695249648445
ORD-100344,2024-04-05,2024-04-10,Same Day,CUST-1105,Customer 1118,Corporate,United States,Seattle,Washington,43215,West,PROD-1246,Furniture,Storage,Storage Product 22,1540.35,5,0.05,105.51,2024,4,April,0.06849741941766482
ORD-100345,2024-10-09,2024-10-13,Same Day,CUST-1073,Customer 1076,Corporate,United States,Austin,Texas,90001,Central,PROD-1226,Technology,Printers,Printers Product 48,648.03,1,0.05,100.51,2024,10,October,0.15510084409672392
ORD-100346,2025-03-10,2025-03-11,Second Class,CUST-1194,Customer 1029,Home Office,United States,Houston,Texas,33101,West,PROD-1156,Office Supplies,Art Supplies,Art Supplies Product 24,1896.28,4,0.3,-102.35,2025,3,March,-0.053974096652393104
ORD-100347,2025-10-19,2025-10-23,Standard Class,CUST-1164,Customer 1022,Corporate,United States,Tacoma,Washington,43215,South,PROD-1217,Technology,Accessories,Accessories Product 33,3135.18,6,0.05,345.13,2025,10,October,0.11008299363991861
ORD-100348,2024-10-20,2024-10-23,Standard Class,CUST-1196,Customer 1149,Home Office,United States,Orlando,Florida,98101,East,PROD-1206,Technology,Printers,Printers Product 70,521.46,3,0.2,-2.47,2024,10,October,-0.00473670080159552
ORD-100349,2024-11-12,2024-11-16,Second Class,CUST-1005,Customer 1109,Home Office,United States,Cleveland,Ohio,33101,East,PROD-1104,Technology,Phones,Phones Product 78,647.92,7,0.15,116.19,2024,11,November,0.17932769477713298
ORD-100350,2024-10-13,2024-10-18,First Class,CUST-1212,Customer 1035,Consumer,United States,Los Angeles,California,90001,West,PROD-1326,Office Supplies,Labels,Labels Product 25,718.53,3,0.1,14.78,2024,10,October,0.020569774400512157
ORD-100351,2025-05-22,2025-05-25,First Class,CUST-1239,Customer 1054,Home Office,United States,Houston,Texas,60601,Central,PROD-1218,Office Supplies,Binders,Binders Product 16,495.93,3,0.0,57.32,2025,5,May,0.11558082793942694
ORD-100352,2024-07-11,2024-07-16,Same Day,CUST-1070,Customer 1008,Consumer,United States,Spokane,Washington,85001,East,PROD-1161,Office Supplies,Art Supplies,Art Supplies Product 3,1544.13,7,0.0,211.0,2024,7,July,0.13664652587541204
ORD-100353,2024-10-02,2024-10-05,Standard Class,CUST-1171,Customer 1141,Consumer,United States,New York City,New York,33101,West,PROD-1086,Office Supplies,Paper,Paper Product 52,525.01,1,0.1,55.12,2024,10,October,0.10498847640997314
ORD-100354,2024-02-12,2024-02-15,Second Class,CUST-1151,Customer 1043,Consumer,United States,Springfield,Illinois,33101,West,PROD-1020,Office Supplies,Paper,Paper Product 56,468.63,3,0.05,64.74,2024,2,February,0.13814736572562575
ORD-100355,2024-07-25,2024-07-28,First Class,CUST-1038,Customer 1098,Home Office,United States,Cincinnati,Ohio,10001,South,PROD-1230,Office Supplies,Art Supplies,Art Supplies Product 42,381.85,7,0.1,52.72,2024,7,July,0.13806468508576666
ORD-100356,2024-02-21,2024-02-25,Standard Class,CUST-1140,Customer 1154,Corporate,United States,Mesa,Arizona,98101,South,PROD-1051,Technology,Laptops,Laptops Product 37,3492.84,6,0.1,708.55,2024,2,February,0.20285784633707812
ORD-100357,2024-09-25,2024-09-29,First Class,CUST-1224,Customer 1049,Home Office,United States,Phoenix,Arizona,98101,Central,PROD-1011,Furniture,Chairs,Chairs Product 54,543.58,1,0.3,-24.72,2024,9,September,-0.045476286839103715
ORD-100358,2025-05-12,2025-05-17,First Class,CUST-1097,Customer 1164,Corporate,United States,Peoria,Illinois,98101,East,PROD-1286,Technology,Laptops,Laptops Product 17,1527.48,4,0.0,199.61,2025,5,May,0.13067928876319168
ORD-100359,2025-05-14,2025-05-17,Second Class,CUST-1106,Customer 1047,Consumer,United States,Tacoma,Washington,85001,Central,PROD-1244,Office Supplies,Art Supplies,Art Supplies Product 38,2843.75,5,0.3,247.37,2025,5,May,0.08698725274725275
ORD-100360,2024-10-04,2024-10-05,First Class,CUST-1240,Customer 1125,Corporate,United States,Austin,Texas,98101,East,PROD-1308,Office Supplies,Paper,Paper Product 33,621.01,1,0.0,51.75,2024,10,October,0.08333199143331026
ORD-100361,2025-05-30,2025-05-31,First Class,CUST-1222,Customer 1178,Consumer,United States,Springfield,Illinois,60601,East,PROD-1008,Technology,Printers,Printers Product 24,407.54,1,0.3,-45.21,2025,5,May,-0.11093389605928253
ORD-100362,2024-10-09,2024-10-12,First Class,CUST-1187,Customer 1031,Consumer,United States,Austin,Texas,90001,East,PROD-1304,Office Supplies,Art Supplies,Art Supplies Product 46,639.9,6,0.15,18.31,2024,10,October,0.02861384591342397
ORD-100363,2025-10-05,2025-10-09,Second Class,CUST-1036,Customer 1018,Corporate,United States,Columbus,Ohio,60601,East,PROD-1253,Furniture,Storage,Storage Product 1,378.96,6,0.1,66.29,2025,10,October,0.17492611357399201
ORD-100364,2024-03-30,2024-04-02,Standard Class,CUST-1146,Customer 1095,Corporate,United States,Austin,Texas,60601,Central,PROD-1249,Office Supplies,Binders,Binders Product 42,1317.3,5,0.15,-43.25,2024,3,March,-0.03283230850983072
ORD-100365,2024-06-03,2024-06-08,Standard Class,CUST-1235,Customer 1190,Consumer,United States,Springfield,Illinois,43215,Central,PROD-1180,Technology,Accessories,Accessories Product 44,4471.95,7,0.2,-299.18,2024,6,June,-0.06690146356734758
ORD-100366,2025-11-13,2025-11-17,First Class,CUST-1095,Customer 1122,Home Office,United States,Rochester,New York,33101,East,PROD-1210,Furniture,Tables,Tables Product 68,512.98,2,0.2,75.58,2025,11,November,0.14733517875940583
ORD-100367,2025-03-25,2025-03-26,Standard Class,CUST-1055,Customer 1144,Home Office,United States,Springfield,Illinois,98101,East,PROD-1224,Technology,Accessories,Accessories Product 51,2435.08,4,0.05,488.86,2025,3,March,0.2007572646483894
ORD-100368,2025-03-04,2025-03-07,Second Class,CUST-1039,Customer 1122,Home Office,United States,San Diego,California,43215,West,PROD-1123,Office Supplies,Paper,Paper Product 3,300.12,6,0.2,34.0,2025,3,March,0.1132880181260829
ORD-100369,2024-02-04,2024-02-07,First Class,CUST-1136,Customer 1008,Home Office,United States,Miami,Florida,73301,South,PROD-1175,Office Supplies,Binders,Binders Product 4,1546.2,6,0.3,-3.39,2024,2,February,-0.0021924718665114473
ORD-100370,2024-05-15,2024-05-19,Second Class,CUST-1077,Customer 1245,Consumer,United States,New York City,New York,43215,East,PROD-1327,Office Supplies,Paper,Paper Product 41,2408.35,7,0.1,471.38,2024,5,May,0.19572736520854528
ORD-100371,2025-03-03,2025-03-04,Standard Class,CUST-1050,Customer 1012,Consumer,United States,Los Angeles,California,90001,South,PROD-1154,Furniture,Storage,Storage Product 78,222.79,1,0.3,-3.56,2025,3,March,-0.015979173212442212
ORD-100372,2024-06-19,2024-06-24,First Class,CUST-1078,Customer 1028,Corporate,United States,San Jose,California,10001,South,PROD-1319,Technology,Printers,Printers Product 57,2691.54,6,0.1,-10.03,2024,6,June,-0.0037264911537632727
ORD-100373,2024-05-16,2024-05-18,Same Day,CUST-1067,Customer 1154,Corporate,United States,Rochester,New York,85001,South,PROD-1094,Office Supplies,Art Supplies,Art Supplies Product 45,1527.2,4,0.15,-0.0,2024,5,May,-0.0
ORD-100374,2025-01-01,2025-01-05,First Class,CUST-1205,Customer 1114,Home Office,United States,San Diego,California,90001,East,PROD-1203,Technology,Phones,Phones Product 19,888.54,2,0.2,39.11,2025,1,January,0.04401602629031895
ORD-100375,2024-01-14,2024-01-17,First Class,CUST-1214,Customer 1151,Corporate,United States,Springfield,Illinois,10001,Central,PROD-1076,Office Supplies,Labels,Labels Product 55,2867.4,6,0.0,548.74,2024,1,January,0.191371974611146
ORD-100376,2025-11-22,2025-11-24,First Class,CUST-1227,Customer 1168,Corporate,United States,Rochester,New York,60601,Central,PROD-1343,Office Supplies,Paper,Paper Product 54,638.1,5,0.2,61.32,2025,11,November,0.09609779031499764
ORD-100377,2025-03-19,2025-03-24,Second Class,CUST-1232,Customer 1085,Consumer,United States,Tampa,Florida,90001,West,PROD-1134,Furniture,Storage,Storage Product 23,484.3,5,0.15,64.29,2025,3,March,0.13274829651042744
ORD-100378,2024-12-17,2024-12-18,Standard Class,CUST-1057,Customer 1103,Home Office,United States,Cincinnati,Ohio,10001,West,PROD-1088,Office Supplies,Art Supplies,Art Supplies Product 47,3665.22,6,0.05,552.14,2024,12,December,0.15064307190291443
ORD-100379,2025-03-07,2025-03-12,Standard Class,CUST-1031,Customer 1021,Corporate,United States,Cleveland,Ohio,85001,South,PROD-1301,Office Supplies,Binders,Binders Product 77,1832.72,4,0.1,278.19,2025,3,March,0.15179078091579729
ORD-100380,2025-09-20,2025-09-22,Second Class,CUST-1041,Customer 1134,Home Office,United States,Miami,Florida,90001,West,PROD-1038,Technology,Laptops,Laptops Product 6,1577.4,4,0.0,132.28,2025,9,September,0.08385951565867883
ORD-100381,2024-06-16,2024-06-19,Second Class,CUST-1192,Customer 1241,Consumer,United States,Tacoma,Washington,85001,West,PROD-1035,Technology,Laptops,Laptops Product 62,369.81,3,0.1,-0.14,2024,6,June,-0.0003785727806170737
ORD-100382,2025-05-22,2025-05-27,First Class,CUST-1151,Customer 1211,Consumer,United States,Los Angeles,California,85001,Central,PROD-1329,Technology,Printers,Printers Product 1,2281.2,6,0.0,264.3,2025,5,May,0.11586007364544977
ORD-100383,2025-03-14,2025-03-19,Second Class,CUST-1070,Customer 1096,Consumer,United States,San Diego,California,85001,East,PROD-1039,Furniture,Bookcases,Bookcases Product 31,414.98,2,0.2,30.12,2025,3,March,0.07258181117162273
ORD-100384,2024-09-30,2024-10-04,First Class,CUST-1168,Customer 1009,Consumer,United States,Seattle,Washington,90001,Central,PROD-1209,Furniture,Tables,Tables Product 16,85.28,4,0.2,10.65,2024,9,September,0.1248827392120075
ORD-100385,2024-09-03,2024-09-08,Standard Class,CUST-1004,Customer 1170,Consumer,United States,Los Angeles,California,73301,West,PROD-1095,Office Supplies,Labels,Labels Product 8,1861.05,5,0.05,418.96,2024,9,September,0.22512022782837646
ORD-100386,2025-06-04,2025-06-06,Standard Class,CUST-1164,Customer 1120,Consumer,United States,Cleveland,Ohio,33101,West,PROD-1074,Office Supplies,Art Supplies,Art Supplies Product 73,1052.7,6,0.1,212.41,2025,6,June,0.2017763845350052
ORD-100387,2025-09-06,2025-09-09,Standard Class,CUST-1247,Customer 1223,Consumer,United States,Spokane,Washington,43215,Central,PROD-1276,Office Supplies,Binders,Binders Product 55,457.94,7,0.2,1.29,2025,9,September,0.002816962920906669
ORD-100388,2024-01-13,2024-01-16,Second Class,CUST-1099,Customer 1082,Home Office,United States,Houston,Texas,98101,South,PROD-1192,Technology,Phones,Phones Product 69,757.78,2,0.05,141.53,2024,1,January,0.18676924701100583
ORD-100389,2025-01-01,2025-01-02,Same Day,CUST-1183,Customer 1035,Home Office,United States,Rochester,New York,98101,West,PROD-1100,Office Supplies,Binders,Binders Product 7,3070.8,6,0.0,395.69,2025,1,January,0.1288556727888498
ORD-100390,2024-05-23,2024-05-27,Same Day,CUST-1244,Customer 1083,Corporate,United States,Los Angeles,California,90001,East,PROD-1173,Furniture,Bookcases,Bookcases Product 77,1278.27,7,0.1,57.07,2024,5,May,0.04464627973745766
ORD-100391,2025-07-01,2025-07-06,Second Class,CUST-1153,Customer 1183,Consumer,United States,Dallas,Texas,98101,South,PROD-1331,Office Supplies,Labels,Labels Product 26,593.74,1,0.05,142.09,2025,7,July,0.23931350422743963
ORD-100392,2024-10-10,2024-10-12,Same Day,CUST-1021,Customer 1054,Home Office,United States,Tacoma,Washington,98101,East,PROD-1328,Office Supplies,Labels,Labels Product 51,375.03,3,0.2,-13.89,2024,10,October,-0.03703703703703704
ORD-100393,2025-09-12,2025-09-15,First Class,CUST-1246,Customer 1237,Home Office,United States,Columbus,Ohio,10001,West,PROD-1219,Furniture,Bookcases,Bookcases Product 71,393.42,1,0.3,-25.35,2025,9,September,-0.06443495500991307
ORD-100394,2024-10-24,2024-10-27,First Class,CUST-1209,Customer 1227,Consumer,United States,Rochester,New York,85001,South,PROD-1003,Office Supplies,Paper,Paper Product 47,2089.0,5,0.15,200.92,2024,10,October,0.09617999042604117
ORD-100395,2025-03-22,2025-03-26,First Class,CUST-1082,Customer 1050,Corporate,United States,Orlando,Florida,98101,Central,PROD-1335,Furniture,Bookcases,Bookcases Product 79,3001.8,5,0.0,339.26,2025,3,March,0.11301885535345459
ORD-100396,2024-09-03,2024-09-08,Same Day,CUST-1222,Customer 1116,Consumer,United States,Cleveland,Ohio,60601,West,PROD-1034,Furniture,Bookcases,Bookcases Product 62,1195.11,7,0.2,1.89,2024,9,September,0.0015814443858724301
ORD-100397,2024-12-14,2024-12-19,Standard Class,CUST-1038,Customer 1014,Home Office,United States,Seattle,Washington,98101,Central,PROD-1209,Office Supplies,Art Supplies,Art Supplies Product 78,237.68,2,0.2,-14.74,2024,12,December,-0.062016156176371594
ORD-100398,2024-12-05,2024-12-07,Second Class,CUST-1128,Customer 1113,Home Office,United States,Seattle,Washington,90001,South,PROD-1130,Technology,Printers,Printers Product 4,1370.15,5,0.3,-106.91,2024,12,December,-0.07802795314381636
ORD-100399,2025-01-24,2025-01-27,Standard Class,CUST-1165,Customer 1232,Consumer,United States,Dallas,Texas,60601,Central,PROD-1185,Technology,Laptops,Laptops Product 66,647.28,1,0.2,-4.98,2025,1,January,-0.007693733778272155
ORD-100400,2025-12-26,2025-12-27,Second Class,CUST-1071,Customer 1193,Home Office,United States,Orlando,Florida,90001,West,PROD-1216,Technology,Laptops,Laptops Product 4,3219.48,6,0.2,-132.36,2025,12,December,-0.04111222930411123
ORD-100401,2024-02-28,2024-03-03,Second Class,CUST-1062,Customer 1208,Corporate,United States,Rochester,New York,43215,Central,PROD-1056,Technology,Accessories,Accessories Product 13,470.54,1,0.0,103.45,2024,2,February,0.21985378501296382
ORD-100402,2024-08-16,2024-08-18,First Class,CUST-1182,Customer 1243,Corporate,United States,Chicago,Illinois,73301,Central,PROD-1314,Furniture,Tables,Tables Product 68,1329.06,3,0.05,296.5,2024,8,August,0.2230900034610928
ORD-100403,2025-09-09,2025-09-13,Second Class,CUST-1049,Customer 1052,Corporate,United States,Tucson,Arizona,10001,West,PROD-1334,Office Supplies,Labels,Labels Product 9,3453.94,7,0.3,216.91,2025,9,September,0.06280074349872898
ORD-100404,2025-03-10,2025-03-11,Second Class,CUST-1241,Customer 1113,Home Office,United States,Orlando,Florida,43215,East,PROD-1319,Office Supplies,Labels,Labels Product 57,70.98,3,0.15,11.08,2025,3,March,0.1561003099464638
ORD-100405,2024-10-12,2024-10-15,Standard Class,CUST-1042,Customer 1098,Consumer,United States,Buffalo,New York,43215,Central,PROD-1112,Office Supplies,Art Supplies,Art Supplies Product 18,2854.15,5,0.15,432.08,2024,10,October,0.15138657743986825
ORD-100406,2025-02-01,2025-02-04,Same Day,CUST-1119,Customer 1147,Consumer,United States,San Diego,California,33101,Central,PROD-1291,Office Supplies,Binders,Binders Product 1,817.74,7,0.3,77.52,2025,2,February,0.09479785750972192
ORD-100407,2024-11-16,2024-11-20,First Class,CUST-1061,Customer 1054,Corporate,United States,Seattle,Washington,85001,South,PROD-1065,Technology,Phones,Phones Product 74,948.06,3,0.2,129.23,2024,11,November,0.13630993818956605
ORD-100408,2025-06-18,2025-06-23,Same Day,CUST-1206,Customer 1078,Home Office,United States,San Jose,California,85001,East,PROD-1002,Office Supplies,Paper,Paper Product 10,973.7,7,0.15,26.15,2025,6,June,0.02685632124884461
ORD-100409,2025-10-13,2025-10-18,Second Class,CUST-1198,Customer 1211,Corporate,United States,Los Angeles,California,98101,West,PROD-1097,Furniture,Chairs,Chairs Product 23,2578.26,6,0.0,502.58,2025,10,October,0.1949299139729895
ORD-100410,2024-02-13,2024-02-16,Standard Class,CUST-1069,Customer 1061,Corporate,United States,Peoria,Illinois,43215,Central,PROD-1097,Office Supplies,Binders,Binders Product 38,710.34,3,0.15,0.34,2024,2,February,0.0004786440296196188
ORD-100411,2024-06-02,2024-06-03,Standard Class,CUST-1151,Customer 1071,Home Office,United States,Seattle,Washington,73301,South,PROD-1287,Office Supplies,Art Supplies,Art Supplies Product 43,1237.35,3,0.2,-43.25,2024,6,June,-0.034953731765466525
ORD-100412,2024-09-26,2024-09-28,Second Class,CUST-1228,Customer 1149,Corporate,United States,Los Angeles,California,33101,West,PROD-1097,Office Supplies,Paper,Paper Product 74,1670.16,4,0.05,80.4,2024,9,September,0.04813910044546631
ORD-100413,2025-12-16,2025-12-17,Same Day,CUST-1238,Customer 1187,Corporate,United States,Cleveland,Ohio,73301,Central,PROD-1127,Office Supplies,Labels,Labels Product 36,347.64,1,0.3,25.29,2025,12,December,0.07274767000345185
ORD-100414,2025-08-23,2025-08-25,Standard Class,CUST-1101,Customer 1176,Home Office,United States,Peoria,Illinois,60601,Central,PROD-1041,Furniture,Bookcases,Bookcases Product 45,1925.63,7,0.05,170.16,2025,8,August,0.08836588545047594
ORD-100415,2025-12-28,2025-12-29,Same Day,CUST-1081,Customer 1017,Consumer,United States,Los Angeles,California,73301,South,PROD-1094,Furniture,Storage,Storage Product 40,2768.05,5,0.0,273.85,2025,12,December,0.09893246148010332
ORD-100416,2025-11-25,2025-11-27,Same Day,CUST-1212,Customer 1101,Consumer,United States,Chicago,Illinois,73301,West,PROD-1073,Furniture,Bookcases,Bookcases Product 14,1827.25,5,0.2,256.52,2025,11,November,0.14038582569434943
ORD-100417,2025-02-07,2025-02-10,First Class,CUST-1220,Customer 1229,Home Office,United States,Cleveland,Ohio,10001,Central,PROD-1026,Technology,Phones,Phones Product 26,4018.07,7,0.0,463.57,2025,2,February,0.11537131010659346
ORD-100418,2024-12-03,2024-12-04,Same Day,CUST-1161,Customer 1076,Consumer,United States,Miami,Florida,85001,East,PROD-1131,Furniture,Tables,Tables Product 49,667.15,5,0.0,172.32,2024,12,December,0.2582927377651203
ORD-100419,2025-09-21,2025-09-26,Second Class,CUST-1062,Customer 1129,Consumer,United States,New York City,New York,90001,Central,PROD-1118,Office Supplies,Binders,Binders Product 16,1598.94,7,0.15,241.0,2025,9,September,0.15072485521658097
ORD-100420,2024-05-13,2024-05-15,Second Class,CUST-1078,Customer 1199,Consumer,United States,Peoria,Illinois,73301,West,PROD-1301,Furniture,Storage,Storage Product 63,523.76,4,0.0,48.5,2024,5,May,0.09259966396822973
ORD-100421,2025-04-03,2025-04-05,Same Day,CUST-1161,Customer 1013,Corporate,United States,Miami,Florida,85001,Central,PROD-1098,Office Supplies,Art Supplies,Art Supplies Product 26,568.98,2,0.3,-30.2,2025,4,April,-0.05307743681675981
ORD-100422,2025-04-01,2025-04-05,Second Class,CUST-1084,Customer 1020,Home Office,United States,Tucson,Arizona,98101,East,PROD-1183,Technology,Printers,Printers Product 12,1166.34,7,0.0,281.54,2025,4,April,0.24138758852478698
ORD-100423,2024-12-04,2024-12-08,Second Class,CUST-1018,Customer 1012,Home Office,United States,Orlando,Florida,98101,Central,PROD-1051,Furniture,Storage,Storage Product 71,1219.26,2,0.3,-132.38,2024,12,December,-0.10857405311418401
ORD-100424,2025-07-18,2025-07-21,Second Class,CUST-1069,Customer 1023,Consumer,United States,Tampa,Florida,60601,West,PROD-1271,Office Supplies,Binders,Binders Product 3,197.28,3,0.1,29.26,2025,7,July,0.14831711273317114
ORD-100425,2025-02-08,2025-02-13,First Class,CUST-1119,Customer 1014,Home Office,United States,San Diego,California,98101,Central,PROD-1140,Technology,Accessories,Accessories Product 38,2728.55,5,0.3,220.75,2025,2,February,0.08090377673123086
ORD-100426,2025-06-05,2025-06-08,Standard Class,CUST-1012,Customer 1103,Corporate,United States,Houston,Texas,60601,Central,PROD-1106,Office Supplies,Binders,Binders Product 4,153.36,2,0.1,8.84,2025,6,June,0.05764214919144496
ORD-100427,2024-01-12,2024-01-15,First Class,CUST-1191,Customer 1185,Home Office,United States,Buffalo,New York,33101,West,PROD-1002,Furniture,Chairs,Chairs Product 8,472.08,1,0.3,-37.25,2024,1,January,-0.07890611760718523
ORD-100428,2025-06-05,2025-06-09,Standard Class,CUST-1014,Customer 1240,Corporate,United States,Miami,Florida,73301,West,PROD-1342,Furniture,Bookcases,Bookcases Product 21,2628.5,5,0.15,-58.11,2025,6,June,-0.022107665969183943
ORD-100429,2024-05-14,2024-05-19,Same Day,CUST-1086,Customer 1044,Corporate,United States,Cincinnati,Ohio,43215,Central,PROD-1145,Furniture,Tables,Tables Product 51,221.19,1,0.3,16.75,2024,5,May,0.07572675075726751
ORD-100430,2024-09-22,2024-09-23,First Class,CUST-1018,Customer 1184,Consumer,United States,Mesa,Arizona,33101,South,PROD-1304,Furniture,Tables,Tables Product 42,1712.45,5,0.2,-4.24,2024,9,September,-0.00247598470028322
ORD-100431,2024-06-28,2024-06-30,Standard Class,CUST-1180,Customer 1232,Corporate,United States,Seattle,Washington,43215,West,PROD-1287,Office Supplies,Binders,Binders Product 64,103.04,2,0.05,12.82,2024,6,June,0.12441770186335403
ORD-100432,2024-09-14,2024-09-17,First Class,CUST-1114,Customer 1246,Corporate,United States,Los Angeles,California,98101,Central,PROD-1088,Office Supplies,Art Supplies,Art Supplies Product 72,152.32,2,0.2,-9.2,2024,9,September,-0.06039915966386555
ORD-100433,2024-12-08,2024-12-12,Standard Class,CUST-1175,Customer 1013,Consumer,United States,Miami,Florida,33101,Central,PROD-1210,Technology,Accessories,Accessories Product 19,2582.8,4,0.05,633.61,2024,12,December,0.24531903360693819
ORD-100434,2025-12-20,2025-12-22,Standard Class,CUST-1112,Customer 1005,Corporate,United States,Buffalo,New York,98101,Central,PROD-1013,Furniture,Bookcases,Bookcases Product 29,73.02,1,0.05,1.9,2025,12,December,0.026020268419611067
ORD-100435,2025-11-28,2025-12-02,Second Class,CUST-1077,Customer 1229,Corporate,United States,Mesa,Arizona,33101,Central,PROD-1127,Office Supplies,Binders,Binders Product 7,983.26,2,0.05,16.07,2025,11,November,0.016343591725484614
ORD-100436,2024-09-10,2024-09-13,Second Class,CUST-1052,Customer 1077,Consumer,United States,Mesa,Arizona,60601,Central,PROD-1178,Furniture,Tables,Tables Product 15,2094.8,4,0.2,123.51,2024,9,September,0.058960282604544584
ORD-100437,2024-02-09,2024-02-10,Same Day,CUST-1011,Customer 1108,Corporate,United States,Cincinnati,Ohio,60601,West,PROD-1151,Furniture,Storage,Storage Product 40,1774.16,4,0.15,246.69,2024,2,February,0.1390460837804933
