Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-100258,2025-07-06,2025-07-08,Second Class,CUST-1053,Customer 1034,Corporate,United States,Tampa,Florida,10001,Central,PROD-1207,Office Supplies,Binders,Binders Product 27,2735.52,6,0.1,368.41
ORD-100259,2025-03-18,2025-03-19,First Class,CUST-1154,Customer 1217,Corporate,United States,San Diego,California,60601,East,PROD-1315,Furniture,Chairs,Chairs Product 22,684.8,4,0.05,150.9
ORD-100260,2024-09-04,2024-09-08,Standard Class,CUST-1113,Customer 1045,Home Office,United States,Peoria,Illinois,90001,West,PROD-1164,Office Supplies,Art Supplies,Art Supplies Product 1,2465.28,6,0.3,94.24
ORD-100261,2024-02-15,2024-02-16,Second Class,CUST-1114,Customer 1027,Corporate,United States,Los Angeles,California,73301,East,PROD-1244,Furniture,Storage,Storage Product 25,967.48,2,0.3,105.92
ORD-100262,2025-01-13,2025-01-14,First Class,CUST-1121,Customer 1041,Corporate,United States,Miami,Florida,73301,South,PROD-1168,Office Supplies,Labels,Labels Product 39,291.69,1,0.1,36.89
ORD-100263,2025-04-24,2025-04-29,First Class,CUST-1176,Customer 1034,Home Office,United States,Cincinnati,Ohio,60601,Central,PROD-1318,Technology,Phones,Phones Product 58,83.08,4,0.0,7.6
ORD-100264,2025-08-28,2025-09-01,First Class,CUST-1063,Customer 1077,Corporate,United States,Tucson,Arizona,10001,Central,PROD-1321,Technology,Laptops,Laptops Product 8,3828.72,7,0.3,-126.39
ORD-100265,2024-03-13,2024-03-17,Same Day,CUST-1097,Customer 1182,Consumer,United States,Houston,Texas,90001,Central,PROD-1056,Office Supplies,Binders,Binders Product 59,1924.4,5,0.0,231.05
ORD-100266,2024-12-28,2024-12-30,Same Day,CUST-1107,Customer 1037,Home Office,United States,Springfield,Illinois,33101,Central,PROD-1063,Technology,Accessories,Accessories Product 22,1386.24,3,0.05,183.49
ORD-100267,2024-08-01,2024-08-05,First Class,CUST-1129,Customer 1055,Home Office,United States,Los Angeles,California,98101,Central,PROD-1242,Office Supplies,Binders,Binders Product 1,334.88,7,0.3,-39.58
ORD-100268,2025-10-06,2025-10-09,Standard Class,CUST-1047,Customer 1084,Home Office,United States,Chicago,Illinois,10001,South,PROD-1069,Furniture,Tables,Tables Product 1,130.44,1,0.2,14.25
ORD-100269,2025-10-26,2025-10-27,Standard Class,CUST-1055,Customer 1046,Home Office,United States,Austin,Texas,85001,West,PROD-1036,Office Supplies,Art Supplies,Art Supplies Product 49,2428.65,5,0.05,513.3
ORD-100270,2024-07-31,2024-08-01,Second Class,CUST-1005,Customer 1170,Home Office,United States,Columbus,Ohio,90001,South,PROD-1313,Furniture,Tables,Tables Product 73,1312.8,5,0.1,241.46
ORD-100271,2025-10-14,2025-10-19,Second Class,CUST-1229,Customer 1134,Corporate,United States,Peoria,Illinois,98101,Central,PROD-1246,Technology,Laptops,Laptops Product 33,1545.0,6,0.2,-46.86
ORD-100272,2025-02-19,2025-02-23,First Class,CUST-1164,Customer 1162,Consumer,United States,Spokane,Washington,73301,South,PROD-1011,Furniture,Chairs,Chairs Product 78,1149.0,2,0.05,112.06
ORD-100273,2024-05-06,2024-05-09,Standard Class,CUST-1137,Customer 1175,Consumer,United States,Cleveland,Ohio,98101,West,PROD-1019,Office Supplies,Labels,Labels Product 67,678.48,3,0.3,71.49
ORD-100274,2025-03-24,2025-03-25,Second Class,CUST-1093,Customer 1176,Home Office,United States,Cleveland,Ohio,60601,South,PROD-1245,Furniture,Storage,Storage Product 64,1655.35,5,0.1,192.36
ORD-100275,2024-01-17,2024-01-19,Standard Class,CUST-1103,Customer 1053,Consumer,United States,Cleveland,Ohio,90001,Central,PROD-1017,Technology,Phones,Phones Product 43,594.37,7,0.05,135.2
ORD-100276,2024-07-25,2024-07-26,Second Class,CUST-1156,Customer 1073,Consumer,United States,Peoria,Illinois,60601,West,PROD-1086,Technology,Laptops,Laptops Product 41,2064.7,5,0.05,151.31
ORD-100277,2024-07-17,2024-07-22,First Class,CUST-1131,Customer 1139,Consumer,United States,Buffalo,New York,98101,Central,PROD-1057,Office Supplies,Art Supplies,Art Supplies Product 18,2026.44,6,0.1,385.42
ORD-100278,2025-10-09,2025-10-13,Same Day,CUST-1057,Customer 1049,Consumer,United States,Tucson,Arizona,73301,Central,PROD-1333,Office Supplies,Art Supplies,Art Supplies Product 45,1906.62,6,0.0,416.29
ORD-100279,2025-09-26,2025-09-29,First Class,CUST-1062,Customer 1132,Home Office,United States,Miami,Florida,33101,South,PROD-1331,Furniture,Bookcases,Bookcases Product 30,433.8,2,0.1,0.78
ORD-100280,2024-12-13,2024-12-14,Same Day,CUST-1136,Customer 1201,Corporate,United States,Seattle,Washington,73301,West,PROD-1318,Office Supplies,Binders,Binders Product 39,3676.89,7,0.2,-165.89
ORD-100281,2025-04-29,2025-05-03,Standard Class,CUST-1127,Customer 1220,Corporate,United States,San Jose,California,60601,Central,PROD-1215,Furniture,Storage,Storage Product 3,1223.58,3,0.2,27.88
ORD-100282,2025-04-29,2025-05-04,Standard Class,CUST-1011,Customer 1054,Home Office,United States,Dallas,Texas,90001,South,PROD-1237,Technology,Printers,Printers Product 59,2077.35,5,0.05,178.98
ORD-100283,2024-10-26,2024-10-28,Same Day,CUST-1115,Customer 1090,Home Office,United States,Tacoma,Washington,73301,Central,PROD-1224,Furniture,Tables,Tables Product 62,395.67,3,0.0,71.35
ORD-100284,2025-11-08,2025-11-12,Standard Class,CUST-1122,Customer 1110,Consumer,United States,Cincinnati,Ohio,10001,South,PROD-1278,Furniture,Chairs,Chairs Product 74,1254.03,3,0.0,209.29
ORD-100285,2025-01-22,2025-01-26,Same Day,CUST-1161,Customer 1028,Consumer,United States,Cincinnati,Ohio,60601,East,PROD-1022,Office Supplies,Paper,Paper Product 70,4475.45,7,0.15,640.79
ORD-100286,2025-08-13,2025-08-14,Same Day,CUST-1110,Customer 1187,Home Office,United States,Mesa,Arizona,60601,East,PROD-1104,Technology,Phones,Phones Product 77,2069.85,5,0.3,72.53
ORD-100287,2024-06-30,2024-07-03,Standard Class,CUST-1031,Customer 1091,Consumer,United States,Austin,Texas,73301,East,PROD-1347,Furniture,Tables,Tables Product 35,274.55,5,0.1,61.7
ORD-100288,2025-04-03,2025-04-07,Same Day,CUST-1245,Customer 1035,Corporate,United States,Phoenix,Arizona,98101,East,PROD-1114,Office Supplies,Labels,Labels Product 49,1661.34,3,0.3,18.08
ORD-100289,2025-03-17,2025-03-19,First Class,CUST-1025,Customer 1068,Consumer,United States,Mesa,Arizona,60601,East,PROD-1019,Office Supplies,Labels,Labels Product 43,1832.13,3,0.2,251.85
ORD-100290,2025-10-26,2025-10-30,Standard Class,CUST-1191,Customer 1059,Consumer,United States,Peoria,Illinois,10001,West,PROD-1268,Furniture,Tables,Tables Product 50,1501.32,4,0.1,312.26
ORD-100291,2024-01-14,2024-01-16,Same Day,CUST-1215,Customer 1075,Consumer,United States,Dallas,Texas,33101,West,PROD-1343,Furniture,Chairs,Chairs Product 41,1852.77,3,0.2,170.36
ORD-100292,2024-06-30,2024-07-04,Standard Class,CUST-1143,Customer 1104,Corporate,United States,Los Angeles,California,98101,Central,PROD-1209,Office Supplies,Labels,Labels Product 46,731.78,2,0.0,140.96
ORD-100293,2024-04-21,2024-04-25,Second Class,CUST-1166,Customer 1131,Corporate,United States,Orlando,Florida,98101,West,PROD-1322,Furniture,Tables,Tables Product 37,400.99,1,0.1,37.64
ORD-100294,2025-06-21,2025-06-26,Same Day,CUST-1218,Customer 1158,Consumer,United States,Dallas,Texas,85001,South,PROD-1116,Technology,Accessories,Accessories Product 55,1170.69,3,0.1,-2.95
ORD-100295,2024-02-14,2024-02-15,First Class,CUST-1179,Customer 1212,Consumer,United States,Rochester,New York,73301,West,PROD-1239,Furniture,Tables,Tables Product 57,1731.99,3,0.1,280.55
ORD-100296,2024-12-31,2025-01-01,Standard Class,CUST-1064,Customer 1042,Corporate,United States,Springfield,Illinois,60601,East,PROD-1011,Office Supplies,Labels,Labels Product 50,934.84,4,0.2,153.39
ORD-100297,2024-10-02,2024-10-07,Same Day,CUST-1131,Customer 1037,Corporate,United States,Dallas,Texas,90001,South,PROD-1072,Office Supplies,Art Supplies,Art Supplies Product 40,366.68,2,0.05,11.17
ORD-100298,2024-07-10,2024-07-14,Standard Class,CUST-1164,Customer 1125,Consumer,United States,Buffalo,New York,85001,South,PROD-1101,Office Supplies,Art Supplies,Art Supplies Product 26,801.7,5,0.15,124.98
ORD-100299,2024-06-14,2024-06-17,Same Day,CUST-1046,Customer 1096,Corporate,United States,Cleveland,Ohio,60601,South,PROD-1266,Furniture,Storage,Storage Product 40,4490.71,7,0.3,-39.12
ORD-100300,2024-12-08,2024-12-10,Standard Class,CUST-1184,Customer 1226,Consumer,United States,Buffalo,New York,98101,West,PROD-1089,Furniture,Storage,Storage Product 48,293.83,1,0.05,61.67
ORD-100301,2025-02-02,2025-02-03,Same Day,CUST-1148,Customer 1218,Home Office,United States,Miami,Florida,60601,Central,PROD-1333,Furniture,Bookcases,Bookcases Product 73,424.5,2,0.2,71.09
ORD-100302,2024-07-29,2024-08-02,First Class,CUST-1089,Customer 1224,Corporate,United States,Orlando,Florida,85001,West,PROD-1337,Office Supplies,Art Supplies,Art Supplies Product 6,970.32,4,0.1,171.68
ORD-100303,2024-09-26,2024-09-27,Standard Class,CUST-1160,Customer 1187,Corporate,United States,San Diego,California,43215,Central,PROD-1120,Office Supplies,Paper,Paper Product 53,1882.79,7,0.15,169.71
ORD-100304,2024-08-24,2024-08-25,Second Class,CUST-1206,Customer 1032,Home Office,United States,Tampa,Florida,73301,East,PROD-1256,Furniture,Bookcases,Bookcases Product 59,3232.8,6,0.3,64.41
ORD-100305,2024-09-11,2024-09-16,Second Class,CUST-1084,Customer 1231,Home Office,United States,Columbus,Ohio,98101,South,PROD-1013,Technology,Laptops,Laptops Product 45,618.65,5,0.0,28.49
ORD-100306,2024-10-02,2024-10-03,First Class,CUST-1205,Customer 1017,Corporate,United States,Houston,Texas,85001,Central,PROD-1219,Office Supplies,Binders,Binders Product 23,1962.68,4,0.3,-120.33
ORD-100307,2025-04-18,2025-04-19,Standard Class,CUST-1016,Customer 1119,Corporate,United States,Mesa,Arizona,98101,Central,PROD-1286,Furniture,Storage,Storage Product 13,4141.06,7,0.2,173.56
ORD-100308,2024-12-03,2024-12-04,Same Day,CUST-1211,Customer 1116,Home Office,United States,Tacoma,Washington,90001,South,PROD-1202,Furniture,Chairs,Chairs Product 53,2211.35,5,0.3,-167.91
ORD-100309,2025-02-20,2025-02-24,First Class,CUST-1075,Customer 1098,Consumer,United States,Orlando,Florida,85001,East,PROD-1140,Office Supplies,Art Supplies,Art Supplies Product 78,291.56,1,0.3,33.28
ORD-100310,2024-07-08,2024-07-11,First Class,CUST-1171,Customer 1095,Consumer,United States,Mesa,Arizona,90001,South,PROD-1221,Technology,Phones,Phones Product 40,1017.12,4,0.05,108.43
ORD-100311,2025-09-05,2025-09-06,Standard Class,CUST-1227,Customer 1115,Home Office,United States,Tacoma,Washington,85001,West,PROD-1149,Office Supplies,Art Supplies,Art Supplies Product 66,2450.65,5,0.1,271.87
ORD-100312,2025-10-29,2025-11-02,Second Class,CUST-1038,,Consumer,United States,Rochester,New York,10001,South,PROD-1068,Office Supplies,Art Supplies,Art Supplies Product 49,1206.33,3,0.1,37.58
ORD-100313,2024-11-03,2024-11-07,Second Class,CUST-1083,Customer 1186,Home Office,United States,Houston,Texas,98101,South,PROD-1184,Office Supplies,Art Supplies,Art Supplies Product 28,937.68,2,0.0,115.57
ORD-100314,2025-03-22,2025-03-26,First Class,CUST-1137,Customer 1111,Home Office,United States,Houston,Texas,85001,East,PROD-1142,Technology,Accessories,Accessories Product 25,522.0,4,0.05,122.86
ORD-100315,2025-05-24,2025-05-26,First Class,CUST-1067,Customer 1152,Consumer,United States,Buffalo,New York,10001,Central,PROD-1283,Office Supplies,Binders,Binders Product 15,2605.8,6,0.05,437.52
ORD-100316,2025-07-09,2025-07-13,First Class,CUST-1176,Customer 1183,Consumer,United States,Los Angeles,California,98101,West,PROD-1066,Office Supplies,Art Supplies,Art Supplies Product 30,939.04,2,0.05,213.57
ORD-100317,2025-03-08,2025-03-12,Second Class,CUST-1143,Customer 1250,Corporate,United States,Chicago,Illinois,98101,South,PROD-1302,Office Supplies,Binders,Binders Product 25,353.96,4,0.3,-2.97
ORD-100318,2024-03-10,2024-03-14,First Class,CUST-1018,Customer 1149,Home Office,United States,San Diego,California,98101,South,PROD-1151,Technology,Printers,Printers Product 64,40.87,1,0.15,5.45
ORD-100319,2024-12-10,2024-12-15,Second Class,CUST-1237,Customer 1181,Home Office,United States,Dallas,Texas,60601,South,PROD-1237,Office Supplies,Art Supplies,Art Supplies Product 69,75.6,4,0.1,13.4
ORD-100320,2025-03-24,2025-03-28,First Class,CUST-1090,Customer 1205,Home Office,United States,Tucson,Arizona,85001,East,PROD-1220,Technology,Laptops,Laptops Product 73,1622.44,4,0.1,182.93
ORD-100321,2025-11-26,2025-11-27,First Class,CUST-1022,Customer 1040,Consumer,United States,Houston,Texas,43215,West,PROD-1321,Office Supplies,Labels,Labels Product 63,728.49,7,0.15,-26.2
ORD-100322,2024-11-30,2024-12-01,Standard Class,CUST-1246,Customer 1090,Consumer,United States,Houston,Texas,90001,Central,PROD-1337,Furniture,Tables,Tables Product 78,60.77,1,0.1,4.21
ORD-100323,2025-06-09,2025-06-14,Standard Class,CUST-1159,Customer 1245,Home Office,United States,Buffalo,New York,33101,Central,PROD-1197,Technology,Accessories,Accessories Product 58,707.42,7,0.3,40.93
ORD-100324,2024-01-26,2024-01-29,Same Day,CUST-1242,Customer 1146,Consumer,United States,San Diego,California,90001,Central,PROD-1013,Technology,Laptops,Laptops Product 7,2208.01,7,0.15,38.52
ORD-100325,2025-05-05,2025-05-09,Same Day,CUST-1163,Customer 1160,Corporate,United States,Rochester,New York,85001,South,PROD-1317,Office Supplies,Labels,Labels Product 17,3039.47,7,0.0,594.45
ORD-100326,2024-12-20,2024-12-25,Same Day,CUST-1207,Customer 1239,Corporate,United States,Houston,Texas,33101,South,PROD-1187,Office Supplies,Labels,Labels Product 16,1102.4,4,0.05,156.06
ORD-100327,2024-10-10,2024-10-13,First Class,CUST-1201,Customer 1231,Consumer,United States,Springfield,Illinois,73301,South,PROD-1071,Furniture,Storage,Storage Product 57,2325.25,5,0.1,94.25
ORD-100328,2025-10-19,2025-10-21,First Class,CUST-1126,Customer 1173,Home Office,United States,Dallas,Texas,60601,Central,PROD-1122,Office Supplies,Binders,Binders Product 4,888.42,2,0.2,22.72
ORD-100329,2024-05-25,2024-05-29,Second Class,CUST-1112,Customer 1120,Home Office,United States,Tacoma,Washington,43215,East,PROD-1106,Technology,Laptops,Laptops Product 11,2245.67,7,0.0,256.08
ORD-100330,2025-03-27,2025-03-30,Second Class,CUST-1193,Customer 1212,Corporate,United States,Mesa,Arizona,85001,East,PROD-1267,Office Supplies,Paper,Paper Product 77,476.7,1,0.2,64.7
ORD-100331,2024-11-11,2024-11-14,Standard Class,CUST-1073,Customer 1023,Corporate,United States,New York City,New York,10001,West,PROD-1175,Office Supplies,Binders,Binders Product 69,1731.04,4,0.0,248.29
ORD-100332,2024-01-30,2024-01-31,Second Class,CUST-1206,Customer 1234,Consumer,United States,Mesa,Arizona,98101,Central,PROD-1094,Office Supplies,Art Supplies,Art Supplies Product 41,114.22,1,0.2,7.5
ORD-100333,2024-04-08,2024-04-09,Same Day,CUST-1126,Customer 1064,Corporate,United States,Buffalo,New York,33101,West,PROD-1298,Technology,Accessories,Accessories Product 54,81.39,3,0.2,12.83
ORD-100334,2025-06-13,2025-06-14,Same Day,CUST-1235,Customer 1175,Home Office,United States,Phoenix,Arizona,85001,Central,PROD-1076,Office Supplies,Labels,Labels Product 60,90.84,3,0.05,21.78
ORD-100335,2025-10-03,2025-10-07,Same Day,CUST-1141,Customer 1043,Consumer,United States,Cleveland,Ohio,43215,West,PROD-1292,Technology,Printers,Printers Product 8,375.2,2,0.1,45.35
ORD-100336,2024-06-23,2024-06-28,Same Day,CUST-1124,Customer 1125,Consumer,United States,Tucson,Arizona,60601,East,PROD-1228,Technology,Accessories,Accessories Product 47,781.24,4,0.3,43.43
ORD-100337,2025-09-09,2025-09-14,Same Day,CUST-1025,Customer 1070,Home Office,United States,New York City,New York,33101,Central,PROD-1224,Furniture,Storage,Storage Product 16,2629.35,5,0.1,535.32
ORD-100338,2024-02-14,2024-02-19,Same Day,CUST-1022,Customer 1180,Home Office,United States,Tacoma,Washington,33101,West,PROD-1231,Furniture,Chairs,Chairs Product 19,1370.37,3,0.2,-14.85
ORD-100339,2024-11-30,2024-12-05,Same Day,CUST-1087,Customer 1126,Home Office,United States,Tampa,Florida,60601,Central,PROD-1324,Furniture,Tables,Tables Product 44,102.03,1,0.15,-1.75
ORD-100340,2025-09-09,2025-09-12,Standard Class,CUST-1085,Customer 1189,Home Office,United States,Houston,Texas,10001,East,PROD-1181,Furniture,Chairs,Chairs Product 32,4498.27,7,0.1,115.04
ORD-100341,2024-05-09,2024-05-14,First Class,CUST-1107,Customer 1088,Consumer,United States,Orlando,Florida,10001,East,PROD-1341,Furniture,Bookcases,Bookcases Product 4,445.44,2,0.0,71.35
ORD-100342,2025-08-29,2025-09-02,Standard Class,CUST-1106,Customer 1199,Corporate,United States,Cleveland,Ohio,73301,South,PROD-1260,Office Supplies,Binders,Binders Product 19,579.76,1,0.15,2.49
ORD-100343,2024-06-19,2024-06-22,Standard Class,CUST-1182,Customer 1194,Consumer,United States,Tucson,Arizona,85001,Central,PROD-1316,Furniture,Bookcases,Bookcases Product 54,1656.93,3,0.15,-10.06
ORD-100344,2024-04-05,2024-04-10,Same Day,CUST-1105,Customer 1118,Corporate,United States,Seattle,Washington,43215,West,PROD-1246,Furniture,Storage,Storage Product 22,1540.35,5,0.05,105.51
ORD-100345,2024-10-09,2024-10-13,Same Day,CUST-1073,Customer 1076,Corporate,United States,Austin,Texas,90001,Central,PROD-1226,Technology,Printers,Printers Product 48,648.03,1,0.05,100.51
ORD-100346,2025-03-10,2025-03-11,Second Class,CUST-1194,Customer 1029,Home Office,United States,Houston,Texas,33101,West,PROD-1156,Office Supplies,Art Supplies,Art Supplies Product 24,1896.28,4,0.3,-102.35
ORD-100347,2025-10-19,2025-10-23,Standard Class,CUST-1164,Customer 1022,Corporate,United States,Tacoma,Washington,43215,South,PROD-1217,Technology,Accessories,Accessories Product 33,3135.18,6,0.05,345.13
ORD-100348,2024-10-20,2024-10-23,Standard Class,CUST-1196,Customer 1149,Home Office,United States,Orlando,Florida,98101,East,PROD-1206,Technology,Printers,Printers Product 70,521.46,3,0.2,-2.47
ORD-100349,2024-11-12,2024-11-16,Second Class,CUST-1005,Customer 1109,Home Office,United States,Cleveland,Ohio,33101,East,PROD-1104,Technology,Phones,Phones Product 78,647.92,7,0.15,116.19
ORD-100350,2024-10-13,2024-10-18,First Class,CUST-1212,Customer 1035,Consumer,United States,Los Angeles,California,90001,West,PROD-1326,Office Supplies,Labels,Labels Product 25,718.53,3,0.1,14.78
ORD-100351,2025-05-22,2025-05-25,First Class,CUST-1239,Customer 1054,Home Office,United States,Houston,Texas,60601,Central,PROD-1218,Office Supplies,Binders,Binders Product 16,495.93,3,0.0,57.32
ORD-100352,2024-07-11,2024-07-16,Same Day,CUST-1070,Customer 1008,Consumer,United States,Spokane,Washington,85001,East,PROD-1161,Office Supplies,Art Supplies,Art Supplies Product 3,1544.13,7,0.0,211.0
ORD-100353,2024-10-02,2024-10-05,Standard Class,CUST-1171,Customer 1141,Consumer,United States,New York City,New York,33101,West,PROD-1086,Office Supplies,Paper,Paper Product 52,525.01,1,0.1,55.12
ORD-100354,2024-02-12,2024-02-15,Second Class,CUST-1151,Customer 1043,Consumer,United States,Springfield,Illinois,33101,West,PROD-1020,Office Supplies,Paper,Paper Product 56,468.63,3,0.05,64.74
ORD-100355,2024-07-25,2024-07-28,First Class,CUST-1038,Customer 1098,Home Office,United States,Cincinnati,Ohio,10001,South,PROD-1230,Office Supplies,Art Supplies,Art Supplies Product 42,381.85,7,0.1,52.72
ORD-100356,2024-02-21,2024-02-25,Standard Class,CUST-1140,Customer 1154,Corporate,United States,Mesa,Arizona,98101,South,PROD-1051,Technology,Laptops,Laptops Product 37,3492.84,6,0.1,708.55
ORD-100357,2024-09-25,2024-09-29,First Class,CUST-1224,Customer 1049,Home Office,United States,Phoenix,Arizona,98101,Central,PROD-1011,Furniture,Chairs,Chairs Product 54,543.58,1,0.3,-24.72
ORD-100358,2025-05-12,2025-05-17,First Class,CUST-1097,Customer 1164,Corporate,United States,Peoria,Illinois,98101,East,PROD-1286,Technology,Laptops,Laptops Product 17,1527.48,4,0.0,199.61
ORD-100359,2025-05-14,2025-05-17,Second Class,CUST-1106,Customer 1047,Consumer,United States,Tacoma,Washington,85001,Central,PROD-1244,Office Supplies,Art Supplies,Art Supplies Product 38,2843.75,5,0.3,247.37
ORD-100360,2024-10-04,2024-10-05,First Class,CUST-1240,Customer 1125,Corporate,United States,Austin,Texas,98101,East,PROD-1308,Office Supplies,Paper,Paper Product 33,621.01,1,0.0,51.75
ORD-100361,2025-05-30,2025-05-31,First Class,CUST-1222,Customer 1178,Consumer,United States,Springfield,Illinois,60601,East,PROD-1008,Technology,Printers,Printers Product 24,407.54,1,0.3,-45.21
ORD-100362,2024-10-09,2024-10-12,First Class,CUST-1187,Customer 1031,Consumer,United States,Austin,Texas,90001,East,PROD-1304,Office Supplies,Art Supplies,Art Supplies Product 46,639.9,6,0.15,18.31
ORD-100363,2025-10-05,2025-10-09,Second Class,CUST-1036,Customer 1018,Corporate,United States,Columbus,Ohio,60601,East,PROD-1253,Furniture,Storage,Storage Product 1,378.96,6,0.1,66.29
ORD-100364,2024-03-30,2024-04-02,Standard Class,CUST-1146,Customer 1095,Corporate,United States,Austin,Texas,60601,Central,PROD-1249,Office Supplies,Binders,Binders Product 42,1317.3,5,0.15,-43.25
ORD-100365,2024-06-03,2024-06-08,Standard Class,CUST-1235,Customer 1190,Consumer,United States,Springfield,Illinois,43215,Central,PROD-1180,Technology,Accessories,Accessories Product 44,4471.95,7,0.2,-299.18
ORD-100366,2025-11-13,2025-11-17,First Class,CUST-1095,Customer 1122,Home Office,United States,Rochester,New York,33101,East,PROD-1210,Furniture,Tables,Tables Product 68,512.98,2,0.2,75.58
ORD-100367,2025-03-25,2025-03-26,Standard Class,CUST-1055,Customer 1144,Home Office,United States,Springfield,Illinois,98101,East,PROD-1224,Technology,Accessories,Accessories Product 51,2435.08,4,0.05,488.86
ORD-100368,2025-03-04,2025-03-07,Second Class,CUST-1039,Customer 1122,Home Office,United States,San Diego,California,43215,West,PROD-1123,Office Supplies,Paper,Paper Product 3,300.12,6,0.2,34.0
ORD-100369,2024-02-04,2024-02-07,First Class,CUST-1136,Customer 1008,Home Office,United States,Miami,Florida,73301,South,PROD-1175,Office Supplies,Binders,Binders Product 4,1546.2,6,0.3,-3.39
ORD-100370,2024-05-15,2024-05-19,Second Class,CUST-1077,Customer 1245,Consumer,United States,New York City,New York,43215,East,PROD-1327,Office Supplies,Paper,Paper Product 41,2408.35,7,0.1,471.38
ORD-100371,2025-03-03,2025-03-04,Standard Class,CUST-1050,Customer 1012,Consumer,United States,Los Angeles,California,90001,South,PROD-1154,Furniture,Storage,Storage Product 78,222.79,1,0.3,-3.56
ORD-100372,2024-06-19,2024-06-24,First Class,CUST-1078,Customer 1028,Corporate,United States,San Jose,California,10001,South,PROD-1319,Technology,Printers,Printers Product 57,2691.54,6,0.1,-10.03
ORD-100373,2024-05-16,2024-05-18,Same Day,CUST-1067,Customer 1154,Corporate,United States,Rochester,New York,85001,South,PROD-1094,Office Supplies,Art Supplies,Art Supplies Product 45,1527.2,4,0.15,-0.0
ORD-100374,2025-01-01,2025-01-05,First Class,CUST-1205,Customer 1114,Home Office,United States,San Diego,California,90001,East,PROD-1203,Technology,Phones,Phones Product 19,888.54,2,0.2,39.11
ORD-100375,2024-01-14,2024-01-17,First Class,CUST-1214,Customer 1151,Corporate,United States,Springfield,Illinois,10001,Central,PROD-1076,Office Supplies,Labels,Labels Product 55,2867.4,6,0.0,548.74
ORD-100376,2025-11-22,2025-11-24,First Class,CUST-1227,Customer 1168,Corporate,United States,Rochester,New York,60601,Central,PROD-1343,Office Supplies,Paper,Paper Product 54,638.1,5,0.2,61.32
ORD-100377,2025-03-19,2025-03-24,Second Class,CUST-1232,Customer 1085,Consumer,United States,Tampa,Florida,90001,West,PROD-1134,Furniture,Storage,Storage Product 23,484.3,5,0.15,64.29
ORD-100378,2024-12-17,2024-12-18,Standard Class,CUST-1057,Customer 1103,Home Office,United States,Cincinnati,Ohio,10001,West,PROD-1088,Office Supplies,Art Supplies,Art Supplies Product 47,3665.22,6,0.05,552.14
ORD-100379,2025-03-07,2025-03-12,Standard Class,CUST-1031,Customer 1021,Corporate,United States,Cleveland,Ohio,85001,South,PROD-1301,Office Supplies,Binders,Binders Product 77,1832.72,4,0.1,278.19
ORD-100380,2025-09-20,2025-09-22,Second Class,CUST-1041,Customer 1134,Home Office,United States,Miami,Florida,90001,West,PROD-1038,Technology,Laptops,Laptops Product 6,1577.4,4,0.0,132.28
ORD-100381,2024-06-16,2024-06-19,Second Class,CUST-1192,Customer 1241,Consumer,United States,Tacoma,Washington,85001,West,PROD-1035,Technology,Laptops,Laptops Product 62,369.81,3,0.1,-0.14
ORD-100382,2025-05-22,2025-05-27,First Class,CUST-1151,Customer 1211,Consumer,United States,Los Angeles,California,85001,Central,PROD-1329,Technology,Printers,Printers Product 1,2281.2,6,0.0,264.3
ORD-100383,2025-03-14,2025-03-19,Second Class,CUST-1070,Customer 1096,Consumer,United States,San Diego,California,85001,East,PROD-1039,Furniture,Bookcases,Bookcases Product 31,414.98,2,0.2,30.12
ORD-100384,2024-09-30,2024-10-04,First Class,CUST-1168,Customer 1009,Consumer,United States,Seattle,Washington,90001,Central,PROD-1209,Furniture,Tables,Tables Product 16,85.28,4,0.2,10.65
ORD-100385,2024-09-03,2024-09-08,Standard Class,CUST-1004,Customer 1170,Consumer,United States,Los Angeles,California,73301,West,PROD-1095,Office Supplies,Labels,Labels Product 8,1861.05,5,0.05,418.96
ORD-100386,2025-06-04,2025-06-06,Standard Class,CUST-1164,Customer 1120,Consumer,United States,Cleveland,Ohio,33101,West,PROD-1074,Office Supplies,Art Supplies,Art Supplies Product 73,1052.7,6,0.1,212.41
ORD-100387,2025-09-06,2025-09-09,Standard Class,CUST-1247,Customer 1223,Consumer,United States,Spokane,Washington,43215,Central,PROD-1276,Office Supplies,Binders,Binders Product 55,457.94,7,0.2,1.29
ORD-100388,2024-01-13,2024-01-16,Second Class,CUST-1099,Customer 1082,Home Office,United States,Houston,Texas,98101,South,PROD-1192,Technology,Phones,Phones Product 69,757.78,2,0.05,141.53
ORD-100389,2025-01-01,2025-01-02,Same Day,CUST-1183,Customer 1035,Home Office,United States,Rochester,New York,98101,West,PROD-1100,Office Supplies,Binders,Binders Product 7,3070.8,6,0.0,395.69
ORD-100390,2024-05-23,2024-05-27,Same Day,CUST-1244,Customer 1083,Corporate,United States,Los Angeles,California,90001,East,PROD-1173,Furniture,Bookcases,Bookcases Product 77,1278.27,7,0.1,57.07
ORD-100391,2025-07-01,2025-07-06,Second Class,CUST-1153,Customer 1183,Consumer,United States,Dallas,Texas,98101,South,PROD-1331,Office Supplies,Labels,Labels Product 26,593.74,1,0.05,142.09
